case,date,arrivals,capacity,opening_backlog,completed_on_time,completed_late,closing_backlog,past_due_at_close
retained_w4_a0_r30_d1,2023-01-30,1083,816,6429,0,816,6696,6696
retained_w4_a0_r30_d1,2023-01-31,1023,816,6696,0,816,6903,6903
retained_w4_a0_r30_d1,2023-02-01,278,816,6903,0,816,6365,6365
retained_w4_a0_r30_d1,2023-02-02,1293,816,6365,0,816,6842,6842
retained_w4_a0_r30_d1,2023-02-03,662,816,6842,0,816,6688,6688
retained_w4_a0_r30_d1,2023-02-04,0,0,6688,0,0,6688,6688
retained_w4_a0_r30_d1,2023-02-05,0,0,6688,0,0,6688,6688
retained_w4_a0_r30_d1,2023-02-06,1526,816,6688,0,816,7398,7398
retained_w4_a0_r30_d1,2023-02-07,854,816,7398,0,816,7436,7436
retained_w4_a0_r30_d1,2023-02-08,975,816,7436,0,816,7595,7595
retained_w4_a0_r30_d1,2023-02-09,1707,816,7595,0,816,8486,8486
retained_w4_a0_r30_d1,2023-02-10,462,816,8486,0,816,8132,8132
retained_w4_a0_r30_d1,2023-02-11,0,0,8132,0,0,8132,8132
retained_w4_a0_r30_d1,2023-02-12,0,0,8132,0,0,8132,8132
retained_w4_a0_r30_d1,2023-02-13,1306,816,8132,0,816,8622,8622
retained_w4_a0_r30_d1,2023-02-14,638,816,8622,0,816,8444,8444
retained_w4_a0_r30_d1,2023-02-15,384,816,8444,0,816,8012,8012
retained_w4_a0_r30_d1,2023-02-16,2383,816,8012,0,816,9579,9579
retained_w4_a0_r30_d1,2023-02-17,0,816,9579,0,816,8763,8763
retained_w4_a0_r30_d1,2023-02-18,0,0,8763,0,0,8763,8763
retained_w4_a0_r30_d1,2023-02-19,1920,0,8763,0,0,10683,8763
retained_w4_a0_r30_d1,2023-02-20,0,816,10683,0,816,9867,9867
retained_w4_a0_r30_d1,2023-02-21,1943,816,9867,0,816,10994,10994
retained_w4_a0_r30_d1,2023-02-22,1414,816,10994,0,816,11592,11592
retained_w4_a0_r30_d1,2023-02-23,1907,816,11592,0,816,12683,12683
retained_w4_a0_r30_d1,2023-02-24,1163,816,12683,0,816,13030,13030
retained_w4_a0_r30_d1,2023-02-25,0,0,13030,0,0,13030,13030
retained_w4_a0_r30_d1,2023-02-26,0,0,13030,0,0,13030,13030
retained_w4_a0_r30_d1,2023-02-27,1496,816,13030,0,816,13710,13710
retained_w4_a0_r30_d1,2023-02-28,1134,816,13710,0,816,14028,14028
retained_w4_a0_r30_d1,2023-03-01,227,816,14028,0,816,13439,13439
retained_w4_a0_r30_d1,2023-03-02,2495,816,13439,0,816,15118,15118
retained_w4_a0_r30_d1,2023-03-03,709,816,15118,0,816,15011,15011
retained_w4_a0_r30_d1,2023-03-04,0,0,15011,0,0,15011,15011
retained_w4_a0_r30_d1,2023-03-05,0,0,15011,0,0,15011,15011
retained_w4_a0_r30_d1,2023-03-06,1586,816,15011,0,816,15781,15781
retained_w4_a0_r30_d1,2023-03-07,479,816,15781,0,816,15444,15444
retained_w4_a0_r30_d1,2023-03-08,1729,816,15444,0,816,16357,16357
retained_w4_a0_r30_d1,2023-03-09,1078,816,16357,0,816,16619,16619
retained_w4_a0_r30_d1,2023-03-10,382,816,16619,0,816,16185,16185
retained_w4_a0_r30_d1,2023-03-11,0,0,16185,0,0,16185,16185
retained_w4_a0_r30_d1,2023-03-12,437,0,16185,0,0,16622,16185
retained_w4_a0_r30_d1,2023-03-13,0,816,16622,0,816,15806,15806
retained_w4_a0_r30_d1,2023-03-14,1656,816,15806,0,816,16646,16646
retained_w4_a0_r30_d1,2023-03-15,384,816,16646,0,816,16214,16214
retained_w4_a0_r30_d1,2023-03-16,1518,816,16214,0,816,16916,16916
retained_w4_a0_r30_d1,2023-03-17,2400,816,16916,0,816,18500,18500
retained_w4_a0_r30_d1,2023-03-18,0,0,18500,0,0,18500,18500
retained_w4_a0_r30_d1,2023-03-19,0,0,18500,0,0,18500,18500
retained_w4_a0_r30_d1,2023-03-20,0,816,18500,0,816,17684,17684
retained_w4_a0_r30_d1,2023-03-21,0,816,17684,0,816,16868,16868
retained_w4_a0_r30_d1,2023-03-22,5911,816,16868,0,816,21963,21963
retained_w4_a0_r30_d1,2023-03-23,0,816,21963,0,816,21147,21147
retained_w4_a0_r30_d1,2023-03-24,0,816,21147,0,816,20331,20331
retained_w4_a0_r30_d1,2023-03-25,0,0,20331,0,0,20331,20331
retained_w4_a0_r30_d1,2023-03-26,0,0,20331,0,0,20331,20331
retained_w4_a0_r30_d1,2023-03-27,1277,816,20331,0,816,20792,20792
retained_w4_a0_r30_d1,2023-03-28,102,816,20792,0,816,20078,20078
retained_w4_a0_r30_d1,2023-03-29,3482,816,20078,0,816,22744,22744
retained_w4_a0_r30_d1,2023-03-30,0,816,22744,0,816,21928,21928
retained_w4_a0_r30_d1,2023-03-31,0,816,21928,0,816,21112,21112
retained_w4_a0_r30_d1,2023-04-01,0,0,21112,0,0,21112,21112
retained_w4_a0_r30_d1,2023-04-02,0,0,21112,0,0,21112,21112
retained_w4_a0_r30_d1,2023-04-03,3072,816,21112,0,816,23368,23368
retained_w4_a0_r30_d1,2023-04-04,1432,816,23368,0,816,23984,23984
retained_w4_a0_r30_d1,2023-04-05,808,816,23984,0,816,23976,23976
retained_w4_a0_r30_d1,2023-04-06,909,816,23976,0,816,24069,24069
retained_w4_a0_r30_d1,2023-04-07,0,816,24069,0,816,23253,23253
retained_w4_a0_r30_d1,2023-04-08,0,0,23253,0,0,23253,23253
retained_w4_a0_r30_d1,2023-04-09,0,0,23253,0,0,23253,23253
retained_w4_a0_r30_d1,2023-04-10,0,816,23253,0,816,22437,22437
retained_w4_a0_r30_d1,2023-04-11,1284,816,22437,0,816,22905,22905
retained_w4_a0_r30_d1,2023-04-12,0,816,22905,0,816,22089,22089
retained_w4_a0_r30_d1,2023-04-13,3489,816,22089,0,816,24762,24762
retained_w4_a0_r30_d1,2023-04-14,0,816,24762,0,816,23946,23946
retained_w4_a0_r30_d1,2023-04-15,0,0,23946,0,0,23946,23946
retained_w4_a0_r30_d1,2023-04-16,0,0,23946,0,0,23946,23946
retained_w4_a0_r30_d1,2023-04-17,2661,816,23946,0,816,25791,25791
retained_w4_a0_r30_d1,2023-04-18,513,816,25791,0,816,25488,25488
retained_w4_a0_r30_d1,2023-04-19,1325,816,25488,0,816,25997,25997
retained_w4_a0_r30_d1,2023-04-20,878,816,25997,0,816,26059,26059
retained_w4_a0_r30_d1,2023-04-21,497,816,26059,0,816,25740,25740
retained_w4_a0_r30_d1,2023-04-22,0,0,25740,0,0,25740,25740
retained_w4_a0_r30_d1,2023-04-23,0,0,25740,0,0,25740,25740
retained_w4_a0_r30_d1,2023-04-24,1800,816,25740,0,816,26724,26724
retained_w4_a0_r30_d1,2023-04-25,819,816,26724,0,816,26727,26727
retained_w4_a0_r30_d1,2023-04-26,1591,816,26727,0,816,27502,27502
retained_w4_a0_r30_d1,2023-04-27,327,816,27502,0,816,27013,27013
retained_w4_a0_r30_d1,2023-04-28,432,816,27013,0,816,26629,26629
retained_w4_a0_r30_d1,2023-04-29,0,0,26629,0,0,26629,26629
retained_w4_a0_r30_d1,2023-04-30,0,0,26629,0,0,26629,26629
retained_w4_a0_r30_d1,2023-05-01,986,816,26629,0,816,26799,26799
retained_w4_a0_r30_d1,2023-05-02,1145,816,26799,0,816,27128,27128
retained_w4_a0_r30_d1,2023-05-03,1466,816,27128,0,816,27778,27778
retained_w4_a0_r30_d1,2023-05-04,2698,816,27778,0,816,29660,29660
retained_w4_a0_r30_d1,2023-05-05,930,816,29660,0,816,29774,29774
retained_w4_a0_r30_d1,2023-05-06,0,0,29774,0,0,29774,29774
retained_w4_a0_r30_d1,2023-05-07,0,0,29774,0,0,29774,29774
retained_w4_a0_r30_d1,2023-05-08,2298,816,29774,0,816,31256,31256
retained_w4_a0_r30_d1,2023-05-09,1881,816,31256,0,816,32321,32321
retained_w4_a0_r30_d1,2023-05-10,0,816,32321,0,816,31505,31505
retained_w4_a0_r30_d1,2023-05-11,1986,816,31505,0,816,32675,32675
retained_w4_a0_r30_d1,2023-05-12,744,816,32675,0,816,32603,32603
retained_w4_a0_r30_d1,2023-05-13,0,0,32603,0,0,32603,32603
retained_w4_a0_r30_d1,2023-05-14,0,0,32603,0,0,32603,32603
retained_w4_a0_r30_d1,2023-05-15,1049,816,32603,0,816,32836,32836
retained_w4_a0_r30_d1,2023-05-16,3822,816,32836,0,816,35842,35842
retained_w4_a0_r30_d1,2023-05-17,0,816,35842,0,816,35026,35026
retained_w4_a0_r30_d1,2023-05-18,1999,816,35026,0,816,36209,36209
retained_w4_a0_r30_d1,2023-05-19,1526,816,36209,0,816,36919,36919
retained_w4_a0_r30_d1,2023-05-20,0,0,36919,0,0,36919,36919
retained_w4_a0_r30_d1,2023-05-21,0,0,36919,0,0,36919,36919
retained_w4_a0_r30_d1,2023-05-22,0,816,36919,0,816,36103,36103
retained_w4_a0_r30_d1,2023-05-23,1866,816,36103,0,816,37153,37153
retained_w4_a0_r30_d1,2023-05-24,0,816,37153,0,816,36337,36337
retained_w4_a0_r30_d1,2023-05-25,1869,816,36337,0,816,37390,37390
retained_w4_a0_r30_d1,2023-05-26,1358,816,37390,0,816,37932,37932
retained_w4_a0_r30_d1,2023-05-27,0,0,37932,0,0,37932,37932
retained_w4_a0_r30_d1,2023-05-28,0,0,37932,0,0,37932,37932
retained_w4_a0_r30_d1,2023-05-29,1285,816,37932,0,816,38401,38401
retained_w4_a0_r30_d1,2023-05-30,1585,816,38401,0,816,39170,39170
retained_w4_a0_r30_d1,2023-05-31,1369,816,39170,0,816,39723,39723
retained_w4_a0_r30_d1,2023-06-01,709,816,39723,0,816,39616,39616
retained_w4_a0_r30_d1,2023-06-02,117,816,39616,0,816,38917,38917
retained_w4_a0_r30_d1,2023-06-03,0,0,38917,0,0,38917,38917
retained_w4_a0_r30_d1,2023-06-04,0,0,38917,0,0,38917,38917
retained_w4_a0_r30_d1,2023-06-05,1450,816,38917,0,816,39551,39551
retained_w4_a0_r30_d1,2023-06-06,956,816,39551,0,816,39691,39691
retained_w4_a0_r30_d1,2023-06-07,3004,816,39691,0,816,41879,41879
retained_w4_a0_r30_d1,2023-06-08,122,816,41879,0,816,41185,41185
retained_w4_a0_r30_d1,2023-06-09,708,816,41185,0,816,41077,41077
retained_w4_a0_r30_d1,2023-06-10,0,0,41077,0,0,41077,41077
retained_w4_a0_r30_d1,2023-06-11,0,0,41077,0,0,41077,41077
retained_w4_a0_r30_d1,2023-06-12,1282,816,41077,0,816,41543,41543
retained_w4_a0_r30_d1,2023-06-13,521,816,41543,0,816,41248,41248
retained_w4_a0_r30_d1,2023-06-14,2095,816,41248,0,816,42527,42527
retained_w4_a0_r30_d1,2023-06-15,478,816,42527,0,816,42189,42189
retained_w4_a0_r30_d1,2023-06-16,143,816,42189,0,816,41516,41516
retained_w4_a0_r30_d1,2023-06-17,0,0,41516,0,0,41516,41516
retained_w4_a0_r30_d1,2023-06-18,0,0,41516,0,0,41516,41516
retained_w4_a0_r30_d1,2023-06-19,3416,816,41516,0,816,44116,44116
retained_w4_a0_r30_d1,2023-06-20,680,816,44116,0,816,43980,43980
retained_w4_a0_r30_d1,2023-06-21,536,816,43980,0,816,43700,43700
retained_w4_a0_r30_d1,2023-06-22,517,816,43700,0,816,43401,43401
retained_w4_a0_r30_d1,2023-06-23,0,816,43401,0,816,42585,42585
retained_w4_a0_r30_d1,2023-06-24,0,0,42585,0,0,42585,42585
retained_w4_a0_r30_d1,2023-06-25,0,0,42585,0,0,42585,42585
retained_w4_a0_r30_d1,2023-06-26,2050,816,42585,0,816,43819,43819
retained_w4_a0_r30_d1,2023-06-27,1895,816,43819,0,816,44898,44898
retained_w4_a0_r30_d1,2023-06-28,636,816,44898,0,816,44718,44718
retained_w4_a0_r30_d1,2023-06-29,186,816,44718,0,816,44088,44088
retained_w4_a0_r30_d1,2023-06-30,1920,816,44088,0,816,45192,45192
retained_w4_a0_r30_d1,2023-07-01,0,0,45192,0,0,45192,45192
retained_w4_a0_r30_d1,2023-07-02,0,0,45192,0,0,45192,45192
retained_w4_a0_r30_d1,2023-07-03,1355,816,45192,0,816,45731,45731
retained_w4_a0_r30_d1,2023-07-04,1260,816,45731,0,816,46175,46175
retained_w4_a0_r30_d1,2023-07-05,0,816,46175,0,816,45359,45359
retained_w4_a0_r30_d1,2023-07-06,2395,816,45359,0,816,46938,46938
retained_w4_a0_r30_d1,2023-07-07,180,816,46938,0,816,46302,46302
retained_w4_a0_r30_d1,2023-07-08,0,0,46302,0,0,46302,46302
retained_w4_a0_r30_d1,2023-07-09,0,0,46302,0,0,46302,46302
retained_w4_a0_r30_d1,2023-07-10,952,816,46302,0,816,46438,46438
retained_w4_a0_r30_d1,2023-07-11,1711,816,46438,0,816,47333,47333
retained_w4_a0_r30_d1,2023-07-12,1009,816,47333,0,816,47526,47526
retained_w4_a0_r30_d1,2023-07-13,550,816,47526,0,816,47260,47260
retained_w4_a0_r30_d1,2023-07-14,0,816,47260,0,816,46444,46444
retained_w4_a0_r30_d1,2023-07-15,0,0,46444,0,0,46444,46444
retained_w4_a0_r30_d1,2023-07-16,0,0,46444,0,0,46444,46444
retained_w4_a0_r30_d1,2023-07-17,1685,816,46444,0,816,47313,47313
retained_w4_a0_r30_d1,2023-07-18,1697,816,47313,0,816,48194,48194
retained_w4_a0_r30_d1,2023-07-19,992,816,48194,0,816,48370,48370
retained_w4_a0_r30_d1,2023-07-20,339,816,48370,0,816,47893,47893
retained_w4_a0_r30_d1,2023-07-21,0,816,47893,0,816,47077,47077
retained_w4_a0_r30_d1,2023-07-22,0,0,47077,0,0,47077,47077
retained_w4_a0_r30_d1,2023-07-23,0,0,47077,0,0,47077,47077
retained_w4_a0_r30_d1,2023-07-24,1087,816,47077,0,816,47348,47348
retained_w4_a0_r30_d1,2023-07-25,865,816,47348,0,816,47397,47397
retained_w4_a0_r30_d1,2023-07-26,469,816,47397,0,816,47050,47050
retained_w4_a0_r30_d1,2023-07-27,586,816,47050,0,816,46820,46820
retained_w4_a0_r30_d1,2023-07-28,668,816,46820,0,816,46672,46672
retained_w4_a0_r30_d1,2023-07-29,0,0,46672,0,0,46672,46672
retained_w4_a0_r30_d1,2023-07-30,0,0,46672,0,0,46672,46672
retained_w4_a0_r30_d1,2023-07-31,590,816,46672,0,816,46446,46446
retained_w4_a0_r30_d1,2023-08-01,557,816,46446,0,816,46187,46187
retained_w4_a0_r30_d1,2023-08-02,126,816,46187,0,816,45497,45497
retained_w4_a0_r30_d1,2023-08-03,549,816,45497,0,816,45230,45230
retained_w4_a0_r30_d1,2023-08-04,235,816,45230,0,816,44649,44649
retained_w4_a0_r30_d1,2023-08-05,0,0,44649,0,0,44649,44649
retained_w4_a0_r30_d1,2023-08-06,0,0,44649,0,0,44649,44649
retained_w4_a0_r30_d1,2023-08-07,1728,816,44649,0,816,45561,45561
retained_w4_a0_r30_d1,2023-08-08,625,816,45561,0,816,45370,45370
retained_w4_a0_r30_d1,2023-08-09,573,816,45370,0,816,45127,45127
retained_w4_a0_r30_d1,2023-08-10,736,816,45127,0,816,45047,45047
retained_w4_a0_r30_d1,2023-08-11,0,816,45047,0,816,44231,44231
retained_w4_a0_r30_d1,2023-08-12,0,0,44231,0,0,44231,44231
retained_w4_a0_r30_d1,2023-08-13,1231,0,44231,0,0,45462,44231
retained_w4_a0_r30_d1,2023-08-14,0,816,45462,0,816,44646,44646
retained_w4_a0_r30_d1,2023-08-15,1238,816,44646,0,816,45068,45068
retained_w4_a0_r30_d1,2023-08-16,899,816,45068,0,816,45151,45151
retained_w4_a0_r30_d1,2023-08-17,1202,816,45151,0,816,45537,45537
retained_w4_a0_r30_d1,2023-08-18,12,816,45537,0,816,44733,44733
retained_w4_a0_r30_d1,2023-08-19,0,0,44733,0,0,44733,44733
retained_w4_a0_r30_d1,2023-08-20,0,0,44733,0,0,44733,44733
retained_w4_a0_r30_d1,2023-08-21,18,816,44733,0,816,43935,43935
retained_w4_a0_r30_d1,2023-08-22,4599,816,43935,0,816,47718,47718
retained_w4_a0_r30_d1,2023-08-23,150,816,47718,0,816,47052,47052
retained_w4_a0_r30_d1,2023-08-24,2856,816,47052,0,816,49092,49092
retained_w4_a0_r30_d1,2023-08-25,0,816,49092,0,816,48276,48276
retained_w4_a0_r30_d1,2023-08-26,0,0,48276,0,0,48276,48276
retained_w4_a0_r30_d1,2023-08-27,0,0,48276,0,0,48276,48276
retained_w4_a0_r30_d1,2023-08-28,2483,816,48276,0,816,49943,49943
retained_w4_a0_r30_d1,2023-08-29,615,816,49943,0,816,49742,49742
retained_w4_a0_r30_d1,2023-08-30,1178,816,49742,0,816,50104,50104
retained_w4_a0_r30_d1,2023-08-31,1595,816,50104,0,816,50883,50883
retained_w4_a0_r30_d1,2023-09-01,1147,816,50883,0,816,51214,51214
retained_w4_a0_r30_d1,2023-09-02,0,0,51214,0,0,51214,51214
retained_w4_a0_r30_d1,2023-09-03,0,0,51214,0,0,51214,51214
retained_w4_a0_r30_d1,2023-09-04,0,816,51214,0,816,50398,50398
retained_w4_a0_r30_d1,2023-09-05,1323,816,50398,0,816,50905,50905
retained_w4_a0_r30_d1,2023-09-06,826,816,50905,0,816,50915,50915
retained_w4_a0_r30_d1,2023-09-07,802,816,50915,0,816,50901,50901
retained_w4_a0_r30_d1,2023-09-08,375,816,50901,0,816,50460,50460
retained_w4_a0_r30_d1,2023-09-09,0,0,50460,0,0,50460,50460
retained_w4_a0_r30_d1,2023-09-10,1920,0,50460,0,0,52380,50460
retained_w4_a0_r30_d1,2023-09-11,0,816,52380,0,816,51564,51564
retained_w4_a0_r30_d1,2023-09-12,2188,816,51564,0,816,52936,52936
retained_w4_a0_r30_d1,2023-09-13,1403,816,52936,0,816,53523,53523
retained_w4_a0_r30_d1,2023-09-14,0,816,53523,0,816,52707,52707
retained_w4_a0_r30_d1,2023-09-15,0,816,52707,0,816,51891,51891
retained_w4_a0_r30_d1,2023-09-16,0,0,51891,0,0,51891,51891
retained_w4_a0_r30_d1,2023-09-17,1920,0,51891,0,0,53811,51891
retained_w4_a0_r30_d1,2023-09-18,32,816,53811,0,816,53027,53027
retained_w4_a0_r30_d1,2023-09-19,3603,816,53027,0,816,55814,55814
retained_w4_a0_r30_d1,2023-09-20,0,816,55814,0,816,54998,54998
retained_w4_a0_r30_d1,2023-09-21,2785,816,54998,0,816,56967,56967
retained_w4_a0_r30_d1,2023-09-22,0,816,56967,0,816,56151,56151
retained_w4_a0_r30_d1,2023-09-23,0,0,56151,0,0,56151,56151
retained_w4_a0_r30_d1,2023-09-24,0,0,56151,0,0,56151,56151
retained_w4_a0_r30_d1,2023-09-25,2379,816,56151,0,816,57714,57714
retained_w4_a0_r30_d1,2023-09-26,131,816,57714,0,816,57029,57029
retained_w4_a0_r30_d1,2023-09-27,0,816,57029,0,816,56213,56213
retained_w4_a0_r30_d1,2023-09-28,0,816,56213,0,816,55397,55397
retained_w4_a0_r30_d1,2023-09-29,108,816,55397,0,816,54689,54689
retained_w4_a0_r30_d1,2023-09-30,0,0,54689,0,0,54689,54689
retained_w4_a0_r30_d1,2023-10-01,0,0,54689,0,0,54689,54689
retained_w4_a0_r30_d1,2023-10-02,5347,816,54689,0,816,59220,59220
retained_w4_a0_r30_d1,2023-10-03,136,816,59220,0,816,58540,58540
retained_w4_a0_r30_d1,2023-10-04,60,816,58540,0,816,57784,57784
retained_w4_a0_r30_d1,2023-10-05,2341,816,57784,0,816,59309,59309
retained_w4_a0_r30_d1,2023-10-06,1451,816,59309,0,816,59944,59944
retained_w4_a0_r30_d1,2023-10-07,0,0,59944,0,0,59944,59944
retained_w4_a0_r30_d1,2023-10-08,0,0,59944,0,0,59944,59944
retained_w4_a0_r30_d1,2023-10-09,0,816,59944,0,816,59128,59128
retained_w4_a0_r30_d1,2023-10-10,3,816,59128,0,816,58315,58315
retained_w4_a0_r30_d1,2023-10-11,319,816,58315,0,816,57818,57818
retained_w4_a0_r30_d1,2023-10-12,1938,816,57818,0,816,58940,58940
retained_w4_a0_r30_d1,2023-10-13,1900,816,58940,0,816,60024,60024
retained_w4_a0_r30_d1,2023-10-14,0,0,60024,0,0,60024,60024
retained_w4_a0_r30_d1,2023-10-15,0,0,60024,0,0,60024,60024
retained_w4_a0_r30_d1,2023-10-16,1273,816,60024,0,816,60481,60481
retained_w4_a0_r30_d1,2023-10-17,720,816,60481,0,816,60385,60385
retained_w4_a0_r30_d1,2023-10-18,815,816,60385,0,816,60384,60384
retained_w4_a0_r30_d1,2023-10-19,531,816,60384,0,816,60099,60099
retained_w4_a0_r30_d1,2023-10-20,0,816,60099,0,816,59283,59283
retained_w4_a0_r30_d1,2023-10-21,0,0,59283,0,0,59283,59283
retained_w4_a0_r30_d1,2023-10-22,0,0,59283,0,0,59283,59283
retained_w4_a0_r30_d1,2023-10-23,0,816,59283,0,816,58467,58467
retained_w4_a0_r30_d1,2023-10-24,0,816,58467,0,816,57651,57651
retained_w4_a0_r30_d1,2023-10-25,0,816,57651,0,816,56835,56835
retained_w4_a0_r30_d1,2023-10-26,0,816,56835,0,816,56019,56019
retained_w4_a0_r30_d1,2023-10-27,0,816,56019,0,816,55203,55203
retained_w4_a0_r30_d1,2023-10-28,0,0,55203,0,0,55203,55203
retained_w4_a0_r30_d1,2023-10-29,0,0,55203,0,0,55203,55203
retained_w4_a0_r30_d1,2023-10-30,0,816,55203,0,816,54387,54387
retained_w4_a0_r30_d1,2023-10-31,0,816,54387,0,816,53571,53571
retained_w4_a0_r30_d1,2023-11-01,0,816,53571,0,816,52755,52755
retained_w4_a0_r30_d1,2023-11-02,0,816,52755,0,816,51939,51939
retained_w4_a0_r30_d1,2023-11-03,0,816,51939,0,816,51123,51123
retained_w4_a0_r30_d1,2023-11-04,0,0,51123,0,0,51123,51123
retained_w4_a0_r30_d1,2023-11-05,0,0,51123,0,0,51123,51123
retained_w4_a0_r30_d1,2023-11-06,0,816,51123,0,816,50307,50307
retained_w4_a0_r30_d1,2023-11-07,0,816,50307,0,816,49491,49491
retained_w4_a0_r30_d1,2023-11-08,0,816,49491,0,816,48675,48675
retained_w4_a0_r30_d1,2023-11-09,0,816,48675,0,816,47859,47859
retained_w4_a0_r30_d1,2023-11-10,0,816,47859,0,816,47043,47043
retained_w4_a0_r30_d1,2023-11-11,0,0,47043,0,0,47043,47043
retained_w4_a0_r30_d1,2023-11-12,0,0,47043,0,0,47043,47043
retained_w4_a0_r30_d1,2023-11-13,0,816,47043,0,816,46227,46227
retained_w4_a0_r30_d1,2023-11-14,0,816,46227,0,816,45411,45411
retained_w4_a0_r30_d1,2023-11-15,0,816,45411,0,816,44595,44595
retained_w4_a0_r30_d1,2023-11-16,0,816,44595,0,816,43779,43779
retained_w4_a0_r30_d2,2023-01-05,2254,816,0,816,0,1438,0
retained_w4_a0_r30_d2,2023-01-06,1556,816,1438,816,0,2178,622
retained_w4_a0_r30_d2,2023-01-07,0,0,2178,0,0,2178,622
retained_w4_a0_r30_d2,2023-01-08,0,0,2178,0,0,2178,622
retained_w4_a0_r30_d2,2023-01-09,1374,816,2178,194,622,2736,1362
retained_w4_a0_r30_d2,2023-01-10,1551,816,2736,0,816,3471,1920
retained_w4_a0_r30_d2,2023-01-11,807,816,3471,0,816,3462,2655
retained_w4_a0_r30_d2,2023-01-12,1897,816,3462,0,816,4543,2646
retained_w4_a0_r30_d2,2023-01-13,660,816,4543,0,816,4387,3727
retained_w4_a0_r30_d2,2023-01-14,0,0,4387,0,0,4387,3727
retained_w4_a0_r30_d2,2023-01-15,0,0,4387,0,0,4387,3727
retained_w4_a0_r30_d2,2023-01-16,885,816,4387,0,816,4456,3571
retained_w4_a0_r30_d2,2023-01-17,997,816,4456,0,816,4637,3640
retained_w4_a0_r30_d2,2023-01-18,1909,816,4637,0,816,5730,3821
retained_w4_a0_r30_d2,2023-01-19,250,816,5730,0,816,5164,4914
retained_w4_a0_r30_d2,2023-01-20,321,816,5164,0,816,4669,4348
retained_w4_a0_r30_d2,2023-01-21,0,0,4669,0,0,4669,4348
retained_w4_a0_r30_d2,2023-01-22,0,0,4669,0,0,4669,4348
retained_w4_a0_r30_d2,2023-01-23,856,816,4669,0,816,4709,3853
retained_w4_a0_r30_d2,2023-01-24,563,816,4709,0,816,4456,3893
retained_w4_a0_r30_d2,2023-01-25,2819,816,4456,0,816,6459,3640
retained_w4_a0_r30_d2,2023-01-26,871,816,6459,0,816,6514,5643
retained_w4_a0_r30_d2,2023-01-27,731,816,6514,0,816,6429,5698
retained_w4_a0_r30_d2,2023-01-28,0,0,6429,0,0,6429,5698
retained_w4_a0_r30_d2,2023-01-29,0,0,6429,0,0,6429,5698
retained_w4_a0_r30_d2,2023-01-30,1083,816,6429,0,816,6696,5613
retained_w4_a0_r30_d2,2023-01-31,1023,816,6696,0,816,6903,5880
retained_w4_a0_r30_d2,2023-02-01,278,816,6903,0,816,6365,6087
retained_w4_a0_r30_d2,2023-02-02,1293,816,6365,0,816,6842,5549
retained_w4_a0_r30_d2,2023-02-03,662,816,6842,0,816,6688,6026
retained_w4_a0_r30_d2,2023-02-04,0,0,6688,0,0,6688,6026
retained_w4_a0_r30_d2,2023-02-05,0,0,6688,0,0,6688,6026
retained_w4_a0_r30_d2,2023-02-06,1526,816,6688,0,816,7398,5872
retained_w4_a0_r30_d2,2023-02-07,854,816,7398,0,816,7436,6582
retained_w4_a0_r30_d2,2023-02-08,975,816,7436,0,816,7595,6620
retained_w4_a0_r30_d2,2023-02-09,1707,816,7595,0,816,8486,6779
retained_w4_a0_r30_d2,2023-02-10,462,816,8486,0,816,8132,7670
retained_w4_a0_r30_d2,2023-02-11,0,0,8132,0,0,8132,7670
retained_w4_a0_r30_d2,2023-02-12,0,0,8132,0,0,8132,7670
retained_w4_a0_r30_d2,2023-02-13,1306,816,8132,0,816,8622,7316
retained_w4_a0_r30_d2,2023-02-14,638,816,8622,0,816,8444,7806
retained_w4_a0_r30_d2,2023-02-15,384,816,8444,0,816,8012,7628
retained_w4_a0_r30_d2,2023-02-16,2383,816,8012,0,816,9579,7196
retained_w4_a0_r30_d2,2023-02-17,0,816,9579,0,816,8763,8763
retained_w4_a0_r30_d2,2023-02-18,0,0,8763,0,0,8763,8763
retained_w4_a0_r30_d2,2023-02-19,1920,0,8763,0,0,10683,8763
retained_w4_a0_r30_d2,2023-02-20,0,816,10683,0,816,9867,7947
retained_w4_a0_r30_d2,2023-02-21,1943,816,9867,0,816,10994,9051
retained_w4_a0_r30_d2,2023-02-22,1414,816,10994,0,816,11592,10178
retained_w4_a0_r30_d2,2023-02-23,1907,816,11592,0,816,12683,10776
retained_w4_a0_r30_d2,2023-02-24,1163,816,12683,0,816,13030,11867
retained_w4_a0_r30_d2,2023-02-25,0,0,13030,0,0,13030,11867
retained_w4_a0_r30_d2,2023-02-26,0,0,13030,0,0,13030,11867
retained_w4_a0_r30_d2,2023-02-27,1496,816,13030,0,816,13710,12214
retained_w4_a0_r30_d2,2023-02-28,1134,816,13710,0,816,14028,12894
retained_w4_a0_r30_d2,2023-03-01,227,816,14028,0,816,13439,13212
retained_w4_a0_r30_d2,2023-03-02,2495,816,13439,0,816,15118,12623
retained_w4_a0_r30_d2,2023-03-03,709,816,15118,0,816,15011,14302
retained_w4_a0_r30_d2,2023-03-04,0,0,15011,0,0,15011,14302
retained_w4_a0_r30_d2,2023-03-05,0,0,15011,0,0,15011,14302
retained_w4_a0_r30_d2,2023-03-06,1586,816,15011,0,816,15781,14195
retained_w4_a0_r30_d2,2023-03-07,479,816,15781,0,816,15444,14965
retained_w4_a0_r30_d2,2023-03-08,1729,816,15444,0,816,16357,14628
retained_w4_a0_r30_d2,2023-03-09,1078,816,16357,0,816,16619,15541
