basis,rate,policy,date,arrivals,capacity,extra_paid_hours,opening_backlog,completed,closing_backlog,unused_capacity,oldest_backlog_days
deduplicated_sensitivity,40,temporary,2023-02-18,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-02-19,510,0,0,0,0,510,0,0
deduplicated_sensitivity,40,temporary,2023-02-20,0,1632,0,510,510,0,1122,0
deduplicated_sensitivity,40,temporary,2023-02-21,1943,1632,0,0,1632,311,0,0
deduplicated_sensitivity,40,temporary,2023-02-22,1414,1632,0,311,1632,93,0,0
deduplicated_sensitivity,40,temporary,2023-02-23,1907,1632,0,93,1632,368,0,0
deduplicated_sensitivity,40,temporary,2023-02-24,1163,1632,0,368,1531,0,101,0
deduplicated_sensitivity,40,temporary,2023-02-25,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-02-26,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-02-27,1496,1632,0,0,1496,0,136,0
deduplicated_sensitivity,40,temporary,2023-02-28,1134,1632,0,0,1134,0,498,0
deduplicated_sensitivity,40,temporary,2023-03-01,227,1632,0,0,227,0,1405,0
deduplicated_sensitivity,40,temporary,2023-03-02,2495,1632,0,0,1632,863,0,0
deduplicated_sensitivity,40,temporary,2023-03-03,708,1632,0,863,1571,0,61,0
deduplicated_sensitivity,40,temporary,2023-03-04,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-03-05,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-03-06,1586,1632,0,0,1586,0,46,0
deduplicated_sensitivity,40,temporary,2023-03-07,479,1632,0,0,479,0,1153,0
deduplicated_sensitivity,40,temporary,2023-03-08,1728,1632,0,0,1632,96,0,0
deduplicated_sensitivity,40,temporary,2023-03-09,1078,1632,0,96,1174,0,458,0
deduplicated_sensitivity,40,temporary,2023-03-10,382,1632,0,0,382,0,1250,0
deduplicated_sensitivity,40,temporary,2023-03-11,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-03-12,437,0,0,0,0,437,0,0
deduplicated_sensitivity,40,temporary,2023-03-13,0,1632,0,437,437,0,1195,0
deduplicated_sensitivity,40,temporary,2023-03-14,1656,1632,0,0,1632,24,0,0
deduplicated_sensitivity,40,temporary,2023-03-15,384,1632,0,24,408,0,1224,0
deduplicated_sensitivity,40,temporary,2023-03-16,1518,1632,0,0,1518,0,114,0
deduplicated_sensitivity,40,temporary,2023-03-17,2400,1632,0,0,1632,768,0,0
deduplicated_sensitivity,40,temporary,2023-03-18,0,0,0,768,0,768,0,1
deduplicated_sensitivity,40,temporary,2023-03-19,0,0,0,768,0,768,0,2
deduplicated_sensitivity,40,temporary,2023-03-20,0,1632,0,768,768,0,864,0
deduplicated_sensitivity,40,temporary,2023-03-21,0,1632,0,0,0,0,1632,0
deduplicated_sensitivity,40,temporary,2023-03-22,5910,1632,0,0,1632,4278,0,0
deduplicated_sensitivity,40,temporary,2023-03-23,0,2067,16,4278,2067,2211,0,1
deduplicated_sensitivity,40,temporary,2023-03-24,0,2067,16,2211,2067,144,0,2
deduplicated_sensitivity,40,temporary,2023-03-25,0,0,0,144,0,144,0,3
deduplicated_sensitivity,40,temporary,2023-03-26,0,0,0,144,0,144,0,4
deduplicated_sensitivity,40,temporary,2023-03-27,1277,1632,0,144,1421,0,211,0
deduplicated_sensitivity,40,temporary,2023-03-28,102,1632,0,0,102,0,1530,0
deduplicated_sensitivity,40,temporary,2023-03-29,3482,1632,0,0,1632,1850,0,0
deduplicated_sensitivity,40,temporary,2023-03-30,0,2067,16,1850,1850,0,217,0
deduplicated_sensitivity,40,temporary,2023-03-31,0,1632,0,0,0,0,1632,0
deduplicated_sensitivity,40,temporary,2023-04-01,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-04-02,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-04-03,3070,1632,0,0,1632,1438,0,0
deduplicated_sensitivity,40,temporary,2023-04-04,1432,1632,0,1438,1632,1238,0,0
deduplicated_sensitivity,40,temporary,2023-04-05,808,1632,0,1238,1632,414,0,0
deduplicated_sensitivity,40,temporary,2023-04-06,909,1632,0,414,1323,0,309,0
deduplicated_sensitivity,40,temporary,2023-04-07,0,1632,0,0,0,0,1632,0
deduplicated_sensitivity,40,temporary,2023-04-08,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-04-09,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-04-10,0,1632,0,0,0,0,1632,0
deduplicated_sensitivity,40,temporary,2023-04-11,1284,1632,0,0,1284,0,348,0
deduplicated_sensitivity,40,temporary,2023-04-12,0,1632,0,0,0,0,1632,0
deduplicated_sensitivity,40,temporary,2023-04-13,3489,1632,0,0,1632,1857,0,0
deduplicated_sensitivity,40,temporary,2023-04-14,0,2067,16,1857,1857,0,210,0
deduplicated_sensitivity,40,temporary,2023-04-15,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-04-16,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-04-17,2661,1632,0,0,1632,1029,0,0
deduplicated_sensitivity,40,temporary,2023-04-18,513,1632,0,1029,1542,0,90,0
deduplicated_sensitivity,40,temporary,2023-04-19,1325,1632,0,0,1325,0,307,0
deduplicated_sensitivity,40,temporary,2023-04-20,878,1632,0,0,878,0,754,0
deduplicated_sensitivity,40,temporary,2023-04-21,497,1632,0,0,497,0,1135,0
deduplicated_sensitivity,40,temporary,2023-04-22,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-04-23,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-04-24,1800,1632,0,0,1632,168,0,0
deduplicated_sensitivity,40,temporary,2023-04-25,819,1632,0,168,987,0,645,0
deduplicated_sensitivity,40,temporary,2023-04-26,1591,1632,0,0,1591,0,41,0
deduplicated_sensitivity,40,temporary,2023-04-27,327,1632,0,0,327,0,1305,0
deduplicated_sensitivity,40,temporary,2023-04-28,432,1632,0,0,432,0,1200,0
deduplicated_sensitivity,40,temporary,2023-04-29,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-04-30,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-05-01,986,1632,0,0,986,0,646,0
deduplicated_sensitivity,40,temporary,2023-05-02,1145,1632,0,0,1145,0,487,0
deduplicated_sensitivity,40,temporary,2023-05-03,1466,1632,0,0,1466,0,166,0
deduplicated_sensitivity,40,temporary,2023-05-04,2698,1632,0,0,1632,1066,0,0
deduplicated_sensitivity,40,temporary,2023-05-05,930,1632,0,1066,1632,364,0,0
deduplicated_sensitivity,40,temporary,2023-05-06,0,0,0,364,0,364,0,1
deduplicated_sensitivity,40,temporary,2023-05-07,0,0,0,364,0,364,0,2
deduplicated_sensitivity,40,temporary,2023-05-08,1028,1632,0,364,1392,0,240,0
deduplicated_sensitivity,40,temporary,2023-05-09,1881,1632,0,0,1632,249,0,0
deduplicated_sensitivity,40,temporary,2023-05-10,0,1632,0,249,249,0,1383,0
deduplicated_sensitivity,40,temporary,2023-05-11,1986,1632,0,0,1632,354,0,0
deduplicated_sensitivity,40,temporary,2023-05-12,744,1632,0,354,1098,0,534,0
deduplicated_sensitivity,40,temporary,2023-05-13,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-05-14,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-05-15,1049,1632,0,0,1049,0,583,0
deduplicated_sensitivity,40,temporary,2023-05-16,2427,1632,0,0,1632,795,0,0
deduplicated_sensitivity,40,temporary,2023-05-17,0,1632,0,795,795,0,837,0
deduplicated_sensitivity,40,temporary,2023-05-18,1999,1632,0,0,1632,367,0,0
deduplicated_sensitivity,40,temporary,2023-05-19,1526,1632,0,367,1632,261,0,0
deduplicated_sensitivity,40,temporary,2023-05-20,0,0,0,261,0,261,0,1
deduplicated_sensitivity,40,temporary,2023-05-21,0,0,0,261,0,261,0,2
deduplicated_sensitivity,40,temporary,2023-05-22,0,1632,0,261,261,0,1371,0
deduplicated_sensitivity,40,temporary,2023-05-23,1866,1632,0,0,1632,234,0,0
deduplicated_sensitivity,40,temporary,2023-05-24,0,1632,0,234,234,0,1398,0
deduplicated_sensitivity,40,temporary,2023-05-25,1869,1632,0,0,1632,237,0,0
deduplicated_sensitivity,40,temporary,2023-05-26,1358,1632,0,237,1595,0,37,0
deduplicated_sensitivity,40,temporary,2023-05-27,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-05-28,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-05-29,1285,1632,0,0,1285,0,347,0
deduplicated_sensitivity,40,temporary,2023-05-30,1585,1632,0,0,1585,0,47,0
deduplicated_sensitivity,40,temporary,2023-05-31,1369,1632,0,0,1369,0,263,0
deduplicated_sensitivity,40,temporary,2023-06-01,709,1632,0,0,709,0,923,0
deduplicated_sensitivity,40,temporary,2023-06-02,117,1632,0,0,117,0,1515,0
deduplicated_sensitivity,40,temporary,2023-06-03,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-06-04,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-06-05,1450,1632,0,0,1450,0,182,0
deduplicated_sensitivity,40,temporary,2023-06-06,956,1632,0,0,956,0,676,0
deduplicated_sensitivity,40,temporary,2023-06-07,1544,1632,0,0,1544,0,88,0
deduplicated_sensitivity,40,temporary,2023-06-08,122,1632,0,0,122,0,1510,0
deduplicated_sensitivity,40,temporary,2023-06-09,708,1632,0,0,708,0,924,0
deduplicated_sensitivity,40,temporary,2023-06-10,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-06-11,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-06-12,1282,1632,0,0,1282,0,350,0
deduplicated_sensitivity,40,temporary,2023-06-13,521,1632,0,0,521,0,1111,0
deduplicated_sensitivity,40,temporary,2023-06-14,2095,1632,0,0,1632,463,0,0
deduplicated_sensitivity,40,temporary,2023-06-15,478,1632,0,463,941,0,691,0
deduplicated_sensitivity,40,temporary,2023-06-16,143,1632,0,0,143,0,1489,0
deduplicated_sensitivity,40,temporary,2023-06-17,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-06-18,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-06-19,1981,1632,0,0,1632,349,0,0
deduplicated_sensitivity,40,temporary,2023-06-20,679,1632,0,349,1028,0,604,0
deduplicated_sensitivity,40,temporary,2023-06-21,536,1632,0,0,536,0,1096,0
deduplicated_sensitivity,40,temporary,2023-06-22,517,1632,0,0,517,0,1115,0
deduplicated_sensitivity,40,temporary,2023-06-23,0,1632,0,0,0,0,1632,0
deduplicated_sensitivity,40,temporary,2023-06-24,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-06-25,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-06-26,2050,1632,0,0,1632,418,0,0
deduplicated_sensitivity,40,temporary,2023-06-27,1895,1632,0,418,1632,681,0,0
deduplicated_sensitivity,40,temporary,2023-06-28,636,1632,0,681,1317,0,315,0
deduplicated_sensitivity,40,temporary,2023-06-29,186,1632,0,0,186,0,1446,0
deduplicated_sensitivity,40,temporary,2023-06-30,515,1632,0,0,515,0,1117,0
deduplicated_sensitivity,40,temporary,2023-07-01,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-07-02,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-07-03,1355,1632,0,0,1355,0,277,0
deduplicated_sensitivity,40,temporary,2023-07-04,1260,1632,0,0,1260,0,372,0
deduplicated_sensitivity,40,temporary,2023-07-05,0,1632,0,0,0,0,1632,0
deduplicated_sensitivity,40,temporary,2023-07-06,2395,1632,0,0,1632,763,0,0
deduplicated_sensitivity,40,temporary,2023-07-07,180,1632,0,763,943,0,689,0
deduplicated_sensitivity,40,temporary,2023-07-08,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-07-09,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-07-10,952,1632,0,0,952,0,680,0
deduplicated_sensitivity,40,temporary,2023-07-11,1711,1632,0,0,1632,79,0,0
deduplicated_sensitivity,40,temporary,2023-07-12,1009,1632,0,79,1088,0,544,0
deduplicated_sensitivity,40,temporary,2023-07-13,549,1632,0,0,549,0,1083,0
deduplicated_sensitivity,40,temporary,2023-07-14,0,1632,0,0,0,0,1632,0
deduplicated_sensitivity,40,temporary,2023-07-15,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-07-16,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-07-17,1685,1632,0,0,1632,53,0,0
deduplicated_sensitivity,40,temporary,2023-07-18,1697,1632,0,53,1632,118,0,0
deduplicated_sensitivity,40,temporary,2023-07-19,992,1632,0,118,1110,0,522,0
deduplicated_sensitivity,40,temporary,2023-07-20,339,1632,0,0,339,0,1293,0
deduplicated_sensitivity,40,temporary,2023-07-21,0,1632,0,0,0,0,1632,0
deduplicated_sensitivity,40,temporary,2023-07-22,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-07-23,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-07-24,1087,1632,0,0,1087,0,545,0
deduplicated_sensitivity,40,temporary,2023-07-25,865,1632,0,0,865,0,767,0
deduplicated_sensitivity,40,temporary,2023-07-26,469,1632,0,0,469,0,1163,0
deduplicated_sensitivity,40,temporary,2023-07-27,586,1632,0,0,586,0,1046,0
deduplicated_sensitivity,40,temporary,2023-07-28,668,1632,0,0,668,0,964,0
deduplicated_sensitivity,40,temporary,2023-07-29,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-07-30,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-07-31,590,1632,0,0,590,0,1042,0
deduplicated_sensitivity,40,temporary,2023-08-01,557,1632,0,0,557,0,1075,0
deduplicated_sensitivity,40,temporary,2023-08-02,126,1632,0,0,126,0,1506,0
deduplicated_sensitivity,40,temporary,2023-08-03,549,1632,0,0,549,0,1083,0
deduplicated_sensitivity,40,temporary,2023-08-04,235,1632,0,0,235,0,1397,0
deduplicated_sensitivity,40,temporary,2023-08-05,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-08-06,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-08-07,1728,1632,0,0,1632,96,0,0
deduplicated_sensitivity,40,temporary,2023-08-08,625,1632,0,96,721,0,911,0
deduplicated_sensitivity,40,temporary,2023-08-09,573,1632,0,0,573,0,1059,0
deduplicated_sensitivity,40,temporary,2023-08-10,736,1632,0,0,736,0,896,0
deduplicated_sensitivity,40,temporary,2023-08-11,0,1632,0,0,0,0,1632,0
deduplicated_sensitivity,40,temporary,2023-08-12,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-08-13,1231,0,0,0,0,1231,0,0
deduplicated_sensitivity,40,temporary,2023-08-14,0,1632,0,1231,1231,0,401,0
deduplicated_sensitivity,40,temporary,2023-08-15,1238,1632,0,0,1238,0,394,0
deduplicated_sensitivity,40,temporary,2023-08-16,899,1632,0,0,899,0,733,0
deduplicated_sensitivity,40,temporary,2023-08-17,1202,1632,0,0,1202,0,430,0
deduplicated_sensitivity,40,temporary,2023-08-18,12,1632,0,0,12,0,1620,0
deduplicated_sensitivity,40,temporary,2023-08-19,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-08-20,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-08-21,18,1632,0,0,18,0,1614,0
deduplicated_sensitivity,40,temporary,2023-08-22,4599,1632,0,0,1632,2967,0,0
deduplicated_sensitivity,40,temporary,2023-08-23,70,2067,16,2967,2067,970,0,1
deduplicated_sensitivity,40,temporary,2023-08-24,2856,1632,0,970,1632,2194,0,0
deduplicated_sensitivity,40,temporary,2023-08-25,0,2067,16,2194,2067,127,0,1
deduplicated_sensitivity,40,temporary,2023-08-26,0,0,0,127,0,127,0,2
deduplicated_sensitivity,40,temporary,2023-08-27,0,0,0,127,0,127,0,3
deduplicated_sensitivity,40,temporary,2023-08-28,2483,1632,0,127,1632,978,0,0
deduplicated_sensitivity,40,temporary,2023-08-29,615,1632,0,978,1593,0,39,0
deduplicated_sensitivity,40,temporary,2023-08-30,1178,1632,0,0,1178,0,454,0
deduplicated_sensitivity,40,temporary,2023-08-31,1595,1632,0,0,1595,0,37,0
deduplicated_sensitivity,40,temporary,2023-09-01,1147,1632,0,0,1147,0,485,0
deduplicated_sensitivity,40,temporary,2023-09-02,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-09-03,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-09-04,0,1632,0,0,0,0,1632,0
deduplicated_sensitivity,40,temporary,2023-09-05,1323,1632,0,0,1323,0,309,0
deduplicated_sensitivity,40,temporary,2023-09-06,826,1632,0,0,826,0,806,0
deduplicated_sensitivity,40,temporary,2023-09-07,802,1632,0,0,802,0,830,0
deduplicated_sensitivity,40,temporary,2023-09-08,375,1632,0,0,375,0,1257,0
deduplicated_sensitivity,40,temporary,2023-09-09,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-09-10,490,0,0,0,0,490,0,0
deduplicated_sensitivity,40,temporary,2023-09-11,0,1632,0,490,490,0,1142,0
deduplicated_sensitivity,40,temporary,2023-09-12,2188,1632,0,0,1632,556,0,0
deduplicated_sensitivity,40,temporary,2023-09-13,1403,1632,0,556,1632,327,0,0
deduplicated_sensitivity,40,temporary,2023-09-14,0,1632,0,327,327,0,1305,0
deduplicated_sensitivity,40,temporary,2023-09-15,0,1632,0,0,0,0,1632,0
deduplicated_sensitivity,40,temporary,2023-09-16,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-09-17,515,0,0,0,0,515,0,0
deduplicated_sensitivity,40,temporary,2023-09-18,32,1632,0,515,547,0,1085,0
deduplicated_sensitivity,40,temporary,2023-09-19,3603,1632,0,0,1632,1971,0,0
deduplicated_sensitivity,40,temporary,2023-09-20,0,2067,16,1971,1971,0,96,0
deduplicated_sensitivity,40,temporary,2023-09-21,2785,1632,0,0,1632,1153,0,0
deduplicated_sensitivity,40,temporary,2023-09-22,0,1632,0,1153,1153,0,479,0
deduplicated_sensitivity,40,temporary,2023-09-23,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-09-24,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-09-25,2378,1632,0,0,1632,746,0,0
deduplicated_sensitivity,40,temporary,2023-09-26,131,1632,0,746,877,0,755,0
deduplicated_sensitivity,40,temporary,2023-09-27,0,1632,0,0,0,0,1632,0
deduplicated_sensitivity,40,temporary,2023-09-28,0,1632,0,0,0,0,1632,0
deduplicated_sensitivity,40,temporary,2023-09-29,108,1632,0,0,108,0,1524,0
deduplicated_sensitivity,40,temporary,2023-09-30,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-10-01,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-10-02,5347,1632,0,0,1632,3715,0,0
deduplicated_sensitivity,40,temporary,2023-10-03,136,2067,16,3715,2067,1784,0,1
deduplicated_sensitivity,40,temporary,2023-10-04,60,2067,16,1784,1844,0,223,0
deduplicated_sensitivity,40,temporary,2023-10-05,2341,1632,0,0,1632,709,0,0
deduplicated_sensitivity,40,temporary,2023-10-06,1451,1632,0,709,1632,528,0,0
deduplicated_sensitivity,40,temporary,2023-10-07,0,0,0,528,0,528,0,1
deduplicated_sensitivity,40,temporary,2023-10-08,0,0,0,528,0,528,0,2
deduplicated_sensitivity,40,temporary,2023-10-09,0,1632,0,528,528,0,1104,0
deduplicated_sensitivity,40,temporary,2023-10-10,3,1632,0,0,3,0,1629,0
deduplicated_sensitivity,40,temporary,2023-10-11,319,1632,0,0,319,0,1313,0
deduplicated_sensitivity,40,temporary,2023-10-12,1938,1632,0,0,1632,306,0,0
deduplicated_sensitivity,40,temporary,2023-10-13,1900,1632,0,306,1632,574,0,0
deduplicated_sensitivity,40,temporary,2023-10-14,0,0,0,574,0,574,0,1
deduplicated_sensitivity,40,temporary,2023-10-15,0,0,0,574,0,574,0,2
deduplicated_sensitivity,40,temporary,2023-10-16,1273,1632,0,574,1632,215,0,0
deduplicated_sensitivity,40,temporary,2023-10-17,720,1632,0,215,935,0,697,0
deduplicated_sensitivity,40,temporary,2023-10-18,815,1632,0,0,815,0,817,0
deduplicated_sensitivity,40,temporary,2023-10-19,531,1632,0,0,531,0,1101,0
deduplicated_sensitivity,40,temporary,2023-10-20,0,1632,0,0,0,0,1632,0
deduplicated_sensitivity,40,temporary,2023-10-21,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-10-22,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-10-23,0,1632,0,0,0,0,1632,0
deduplicated_sensitivity,40,temporary,2023-10-24,0,1632,0,0,0,0,1632,0
deduplicated_sensitivity,40,temporary,2023-10-25,0,1632,0,0,0,0,1632,0
deduplicated_sensitivity,40,temporary,2023-10-26,0,1632,0,0,0,0,1632,0
deduplicated_sensitivity,40,temporary,2023-10-27,0,1632,0,0,0,0,1632,0
deduplicated_sensitivity,40,temporary,2023-10-28,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-10-29,0,0,0,0,0,0,0,0
deduplicated_sensitivity,40,temporary,2023-10-30,0,1632,0,0,0,0,1632,0
deduplicated_sensitivity,40,temporary,2023-10-31,0,1632,0,0,0,0,1632,0
deduplicated_sensitivity,40,temporary,2023-11-01,0,1632,0,0,0,0,1632,0
deduplicated_sensitivity,40,temporary,2023-11-02,0,1632,0,0,0,0,1632,0
deduplicated_sensitivity,50,carryover,2023-01-05,2254,2040,0,0,2040,214,0,0
deduplicated_sensitivity,50,carryover,2023-01-06,1556,2040,0,214,1770,0,270,0
deduplicated_sensitivity,50,carryover,2023-01-07,0,0,0,0,0,0,0,0
deduplicated_sensitivity,50,carryover,2023-01-08,0,0,0,0,0,0,0,0
deduplicated_sensitivity,50,carryover,2023-01-09,1374,2040,0,0,1374,0,666,0
deduplicated_sensitivity,50,carryover,2023-01-10,1551,2040,0,0,1551,0,489,0
deduplicated_sensitivity,50,carryover,2023-01-11,807,2040,0,0,807,0,1233,0
deduplicated_sensitivity,50,carryover,2023-01-12,1897,2040,0,0,1897,0,143,0
deduplicated_sensitivity,50,carryover,2023-01-13,660,2040,0,0,660,0,1380,0
deduplicated_sensitivity,50,carryover,2023-01-14,0,0,0,0,0,0,0,0
deduplicated_sensitivity,50,carryover,2023-01-15,0,0,0,0,0,0,0,0
deduplicated_sensitivity,50,carryover,2023-01-16,885,2040,0,0,885,0,1155,0
deduplicated_sensitivity,50,carryover,2023-01-17,997,2040,0,0,997,0,1043,0
deduplicated_sensitivity,50,carryover,2023-01-18,1908,2040,0,0,1908,0,132,0
deduplicated_sensitivity,50,carryover,2023-01-19,250,2040,0,0,250,0,1790,0
deduplicated_sensitivity,50,carryover,2023-01-20,321,2040,0,0,321,0,1719,0
deduplicated_sensitivity,50,carryover,2023-01-21,0,0,0,0,0,0,0,0
deduplicated_sensitivity,50,carryover,2023-01-22,0,0,0,0,0,0,0,0
deduplicated_sensitivity,50,carryover,2023-01-23,856,2040,0,0,856,0,1184,0
deduplicated_sensitivity,50,carryover,2023-01-24,563,2040,0,0,563,0,1477,0
deduplicated_sensitivity,50,carryover,2023-01-25,1384,2040,0,0,1384,0,656,0
deduplicated_sensitivity,50,carryover,2023-01-26,871,2040,0,0,871,0,1169,0
deduplicated_sensitivity,50,carryover,2023-01-27,730,2040,0,0,730,0,1310,0
deduplicated_sensitivity,50,carryover,2023-01-28,0,0,0,0,0,0,0,0
deduplicated_sensitivity,50,carryover,2023-01-29,0,0,0,0,0,0,0,0
deduplicated_sensitivity,50,carryover,2023-01-30,1083,2040,0,0,1083,0,957,0
deduplicated_sensitivity,50,carryover,2023-01-31,1023,2040,0,0,1023,0,1017,0
deduplicated_sensitivity,50,carryover,2023-02-01,278,2040,0,0,278,0,1762,0
deduplicated_sensitivity,50,carryover,2023-02-02,1293,2040,0,0,1293,0,747,0
deduplicated_sensitivity,50,carryover,2023-02-03,662,2040,0,0,662,0,1378,0
deduplicated_sensitivity,50,carryover,2023-02-04,0,0,0,0,0,0,0,0
deduplicated_sensitivity,50,carryover,2023-02-05,0,0,0,0,0,0,0,0
deduplicated_sensitivity,50,carryover,2023-02-06,1526,2040,0,0,1526,0,514,0
deduplicated_sensitivity,50,carryover,2023-02-07,854,2040,0,0,854,0,1186,0
deduplicated_sensitivity,50,carryover,2023-02-08,975,2040,0,0,975,0,1065,0
deduplicated_sensitivity,50,carryover,2023-02-09,1707,2040,0,0,1707,0,333,0
deduplicated_sensitivity,50,carryover,2023-02-10,462,2040,0,0,462,0,1578,0
deduplicated_sensitivity,50,carryover,2023-02-11,0,0,0,0,0,0,0,0
deduplicated_sensitivity,50,carryover,2023-02-12,0,0,0,0,0,0,0,0
deduplicated_sensitivity,50,carryover,2023-02-13,1306,2040,0,0,1306,0,734,0
deduplicated_sensitivity,50,carryover,2023-02-14,638,2040,0,0,638,0,1402,0
deduplicated_sensitivity,50,carryover,2023-02-15,384,2040,0,0,384,0,1656,0
deduplicated_sensitivity,50,carryover,2023-02-16,2383,2040,0,0,2040,343,0,0
deduplicated_sensitivity,50,carryover,2023-02-17,0,2040,0,343,343,0,1697,0
deduplicated_sensitivity,50,carryover,2023-02-18,0,0,0,0,0,0,0,0
deduplicated_sensitivity,50,carryover,2023-02-19,510,0,0,0,0,510,0,0
deduplicated_sensitivity,50,carryover,2023-02-20,0,2040,0,510,510,0,1530,0
deduplicated_sensitivity,50,carryover,2023-02-21,1943,2040,0,0,1943,0,97,0
deduplicated_sensitivity,50,carryover,2023-02-22,1414,2040,0,0,1414,0,626,0
deduplicated_sensitivity,50,carryover,2023-02-23,1907,2040,0,0,1907,0,133,0
deduplicated_sensitivity,50,carryover,2023-02-24,1163,2040,0,0,1163,0,877,0
deduplicated_sensitivity,50,carryover,2023-02-25,0,0,0,0,0,0,0,0
deduplicated_sensitivity,50,carryover,2023-02-26,0,0,0,0,0,0,0,0
deduplicated_sensitivity,50,carryover,2023-02-27,1496,2040,0,0,1496,0,544,0
deduplicated_sensitivity,50,carryover,2023-02-28,1134,2040,0,0,1134,0,906,0
deduplicated_sensitivity,50,carryover,2023-03-01,227,2040,0,0,227,0,1813,0
deduplicated_sensitivity,50,carryover,2023-03-02,2495,2040,0,0,2040,455,0,0
deduplicated_sensitivity,50,carryover,2023-03-03,708,2040,0,455,1163,0,877,0
deduplicated_sensitivity,50,carryover,2023-03-04,0,0,0,0,0,0,0,0
deduplicated_sensitivity,50,carryover,2023-03-05,0,0,0,0,0,0,0,0
deduplicated_sensitivity,50,carryover,2023-03-06,1586,2040,0,0,1586,0,454,0
deduplicated_sensitivity,50,carryover,2023-03-07,479,2040,0,0,479,0,1561,0
deduplicated_sensitivity,50,carryover,2023-03-08,1728,2040,0,0,1728,0,312,0
deduplicated_sensitivity,50,carryover,2023-03-09,1078,2040,0,0,1078,0,962,0
deduplicated_sensitivity,50,carryover,2023-03-10,382,2040,0,0,382,0,1658,0
deduplicated_sensitivity,50,carryover,2023-03-11,0,0,0,0,0,0,0,0
deduplicated_sensitivity,50,carryover,2023-03-12,437,0,0,0,0,437,0,0
